,wind_deg,wind_speed,humidity,pressure,temp_max,temp_min,feels_like,dew_point,temp,weather_description
1069,290,2.6,42,1020,10.0,6.12,5.37,-4.33,7.15,1
1070,360,7.2,86,1012,2.33,1.0,-3.98,-0.45,1.57,4
1071,270,4.6,63,1024,1.1,-1.44,-4.85,-5.63,-0.14,1
1072,290,1.5,64,1021,3.3,0.76,0.71,-3.48,2.16,1
1073,290,3.1,51,1026,3.3,-0.52,-2.28,-7.03,1.09,1
1074,290,8.7,92,991,7.67,4.81,1.91,5.29,6.49,2
1075,260,7.7,41,1001,2.2,0.93,-4.02,-9.03,1.69,1
1076,270,8.2,36,1017,-2.73,-3.83,-10.12,-14.72,-3.12,1
1077,250,4.6,46,1032,-0.6,-1.52,-5.98,-10.09,-1.05,1
1078,160,4.1,92,1011,6.7,3.48,2.15,4.09,5.28,2
1079,160,4.1,79,1018,4.4,3.22,0.28,0.46,3.76,1
1080,280,6.2,60,1011,7.2,5.77,2.61,-0.69,6.41,1
1081,290,7.2,44,1018,-1.1,-1.88,-7.77,-10.89,-1.37,1
1082,310,7.7,39,1023,-8.76,-10.24,-16.39,-19.63,-9.39,1
1083,300,5.7,25,1019,-4.4,-6.34,-12.04,-20.58,-5.33,1
1084,10,5.7,43,1006,-0.61,-2.2,-7.12,-11.21,-1.44,1
1085,320,8.2,54,1003,-3.88,-4.72,-11.15,-11.21,-4.15,1
1086,300,9.3,42,1006,-2.18,-2.55,-9.32,-12.29,-2.32,1
1087,300,8.2,33,1016,-3.3,-5.15,-11.52,-16.93,-4.52,1
1088,290,5.1,48,1019,-6.7,-8.34,-14.52,-15.78,-7.62,1
1089,0,0.0,69,1030,2.2,0.02,1.26,-3.36,1.26,1
1090,360,3.6,85,1032,1.94,1.1,-2.14,-0.64,1.52,1
1091,100,8.7,88,1027,5.15,4.19,-0.52,2.83,4.64,1
1092,270,6.2,59,1009,6.7,4.4,0.81,-2.07,5.0,1
1093,280,8.2,60,997,0.6,-0.1,-6.13,-5.89,0.21,1
1094,300,10.3,41,1017,-9.69,-10.73,-17.15,-19.81,-10.15,1
1095,350,1.5,30,1028,-2.8,-4.3,-5.83,-17.09,-3.57,1
1096,10,2.6,88,1020,-0.01,-2.03,-4.32,-2.54,-1.01,1
1097,330,4.6,81,1009,1.1,-0.74,-4.68,-2.53,0.0,4
1098,320,8.7,80,995,-3.05,-4.16,-10.63,-6.24,-3.63,4
1099,320,8.7,74,992,-1.7,-3.44,-9.62,-6.16,-2.62,4
1100,300,5.7,68,1002,-1.1,-3.03,-8.31,-6.9,-2.38,1
1101,310,4.6,60,1001,0.0,-2.08,-6.52,-7.48,-1.48,1
1102,300,5.7,54,1002,-2.2,-3.12,-8.6,-9.75,-2.61,1
1103,290,5.1,47,1008,1.7,-0.22,-4.38,-8.48,0.47,1
1104,330,5.1,77,1006,-4.39,-5.5,-10.89,-7.75,-4.72,4
1105,320,8.2,38,1017,-6.1,-8.3,-14.29,-17.96,-7.29,1
1106,300,5.7,28,1020,-5.0,-6.93,-12.89,-20.01,-6.01,1
1107,290,5.7,53,1016,-0.38,-1.37,-6.23,-8.19,-0.74,1
1108,340,6.2,45,1014,-4.62,-5.97,-12.11,-14.17,-5.16,1
1109,280,7.2,60,1019,-2.8,-4.38,-10.61,-9.51,-3.61,1
1110,190,3.6,63,1023,-0.15,-1.16,-4.85,-6.17,-0.7,1
1111,230,6.7,61,1018,5.6,4.33,0.11,-2.0,4.6,1
1112,290,5.7,50,1018,6.1,3.43,-0.19,-4.82,4.04,1
1113,120,6.2,85,1016,4.25,3.17,-0.89,1.38,3.66,2
1114,360,5.1,85,1012,1.04,-0.6,-4.44,-1.58,0.43,1
1115,350,3.1,92,1011,2.53,1.1,-1.34,0.71,1.87,2
1116,320,4.1,81,1014,1.12,0.32,-3.44,-1.89,0.74,1
1117,330,4.1,58,1021,2.2,-2.46,-5.28,-7.17,-0.75,1
1118,360,3.6,74,1017,0.06,-1.41,-4.59,-4.08,-0.49,1
1119,200,1.5,63,1026,-1.1,-5.16,-5.26,-8.44,-3.07,1
1120,130,2.6,81,1020,3.4,2.64,0.32,-0.03,2.9,1
1121,210,7.7,89,992,12.93,12.1,12.22,10.82,12.58,2
1122,270,4.1,52,1005,4.4,2.65,-0.32,-4.99,3.28,1
1123,270,4.6,45,1018,2.8,1.28,-2.47,-7.9,1.78,1
1124,280,7.7,78,1009,-0.08,-1.31,-7.11,-3.67,-0.7,4
1125,290,11.3,28,1018,-8.9,-10.01,-16.43,-23.08,-9.43,1
1126,350,3.6,38,1020,-5.84,-7.09,-11.66,-17.04,-6.29,1
1127,260,4.6,36,1017,-2.8,-3.96,-8.93,-14.99,-3.42,1
1128,280,6.7,30,1021,-1.1,-2.38,-8.1,-15.5,-1.81,1
1129,210,2.1,47,1022,-1.33,-2.3,-4.89,-10.72,-1.98,1
1130,320,3.6,55,1016,0.0,-0.91,-4.61,-7.55,-0.51,1
1131,320,3.6,20,1024,-1.03,-2.0,-5.93,-19.61,-1.59,1
1132,330,4.6,39,1019,0.0,-0.93,-5.32,-11.45,-0.52,1
1133,10,4.1,56,1006,-4.67,-5.7,-10.79,-11.83,-5.23,1
1134,300,8.2,45,1006,-1.73,-3.66,-9.88,-12.05,-2.88,1
1135,310,8.7,42,1009,-0.53,-1.96,-8.4,-11.44,-1.4,1
1136,290,2.6,43,1011,2.97,-0.14,-1.72,-8.91,1.18,1
1137,30,11.3,81,988,0.56,-0.17,-6.82,-2.38,0.18,4
1138,320,5.7,43,999,2.8,0.95,-3.28,-8.56,1.6,1
1139,290,6.7,23,1005,2.07,0.12,-4.92,-16.22,0.67,1
1140,290,5.7,43,992,1.47,0.23,-4.39,-9.28,0.72,1
1141,280,6.2,47,997,2.77,1.68,-2.99,-7.21,2.01,1
1142,280,4.1,47,1006,2.27,0.71,-2.59,-7.69,1.43,1
1143,350,5.7,100,992,0.54,-0.11,-5.01,0.23,0.23,4
1144,280,4.6,66,995,1.97,1.1,-2.81,-3.68,1.5,1
1145,270,8.7,59,996,4.97,3.9,-1.03,-2.69,4.25,1
1146,290,7.2,50,1003,4.87,3.09,-1.35,-5.18,3.61,1
1147,280,8.7,56,1008,5.01,4.75,-0.2,-2.79,4.88,1
1148,320,7.7,45,1010,2.27,0.99,-4.29,-8.14,1.48,1
1149,120,2.6,72,1015,4.27,3.04,1.06,-0.92,3.52,1
1150,80,8.2,85,1015,3.44,2.82,-2.23,0.93,3.2,2
1151,100,3.1,100,1007,6.13,5.0,3.12,5.57,5.57,2
1152,70,12.9,96,988,7.54,6.1,1.83,6.58,7.17,2
1153,110,4.6,92,996,2.89,2.32,-1.45,1.43,2.6,2
1154,180,2.6,88,1003,2.1,1.1,-1.15,-0.1,1.66,1
1155,320,5.7,69,1000,2.76,2.2,-2.32,-2.42,2.36,1
1156,320,7.2,59,1005,6.1,5.09,1.02,-1.69,5.45,1
1157,130,4.1,75,1012,3.62,2.8,-0.43,-0.71,3.19,1
1158,20,8.7,72,1002,2.68,2.2,-3.43,-1.87,2.41,2
1159,350,5.7,85,1007,2.62,2.2,-2.19,0.2,2.46,4
1160,40,3.6,56,1015,4.37,2.2,-0.19,-4.25,3.12,1
1161,320,3.1,26,1013,11.47,7.78,6.99,-8.6,8.78,1
1162,280,6.7,37,1009,12.27,9.02,8.07,-3.52,10.04,1
1163,290,6.2,37,1005,12.27,9.33,8.44,-3.25,10.38,1
1164,330,3.6,16,1014,8.9,5.32,4.26,-15.5,6.77,1
1165,120,3.1,73,1018,6.16,4.4,2.73,0.81,5.25,1
1166,100,3.1,85,1022,5.62,4.4,2.41,2.67,4.98,2
1167,50,5.7,85,1025,4.87,3.9,0.33,2.15,4.45,1
1168,60,12.3,92,1017,5.3,3.9,-1.54,3.39,4.58,2
1169,40,12.9,95,1005,6.46,5.47,0.26,5.27,6.01,2
1170,40,14.4,81,1011,4.37,3.85,-2.63,1.15,4.11,2
1171,130,2.1,42,1014,7.67,4.3,4.06,-5.52,5.68,1
1172,280,5.7,24,1009,16.17,11.99,11.73,-5.78,13.68,1
1173,280,4.6,27,1006,16.87,12.78,12.59,-3.86,14.39,1
1174,200,4.6,43,1010,13.91,12.46,11.69,0.9,13.19,1
1175,290,3.1,27,1014,19.47,15.36,15.64,-1.75,17.16,1
1176,60,4.6,82,1021,5.82,5.47,2.27,2.76,5.59,1
1177,50,5.1,95,1017,5.6,4.97,1.55,4.48,5.21,2
1178,330,6.7,92,993,6.7,6.25,2.42,5.2,6.4,2
1179,290,9.3,40,1009,9.45,8.43,4.95,-3.48,8.93,1
1180,190,5.1,56,1006,13.67,10.86,10.6,3.4,11.89,1
1181,20,6.2,41,1016,2.07,1.04,-3.78,-9.28,1.39,1
1182,150,6.7,55,1030,1.05,0.0,-5.14,-6.65,0.5,1
1183,150,3.1,73,1024,6.27,5.65,3.52,1.44,5.9,1
1184,0,0.0,92,1008,11.7,10.04,10.33,9.54,10.79,2
1185,50,10.3,95,998,9.33,7.8,4.54,8.03,8.79,2
1186,10,3.6,79,1012,8.51,7.15,5.78,4.6,8.02,1
1187,90,2.6,82,1018,10.8,8.44,8.1,6.54,9.45,1
1188,110,3.6,79,1022,13.64,10.3,11.03,8.22,11.74,1
1189,200,6.7,66,1017,18.77,13.04,14.69,9.06,15.37,1
1190,280,5.1,20,1017,21.77,17.33,17.59,-3.87,19.1,1
1191,210,6.2,41,1013,19.67,15.47,16.23,4.0,17.37,1
1192,80,3.6,76,1009,13.41,10.0,10.78,7.5,11.58,1
1193,280,3.1,22,1001,30.0,21.73,24.26,1.93,25.12,1
1194,60,4.1,96,1008,9.49,7.87,6.22,7.99,8.59,2
1195,300,7.2,89,1003,9.07,8.64,5.47,7.19,8.9,2
1196,250,4.6,26,1019,14.37,12.19,10.94,-5.43,12.91,1
1197,290,4.1,21,1020,17.87,14.01,13.98,-5.74,15.8,1
1198,20,4.1,34,1027,13.27,10.88,9.98,-3.09,11.85,1
1199,150,4.6,68,1032,9.42,8.14,6.08,3.09,8.66,1
1200,280,3.6,14,1024,17.47,13.42,12.89,-10.97,14.97,1
1201,120,5.1,70,1025,7.84,7.2,4.43,2.4,7.51,1
1202,120,7.7,85,1012,5.55,4.77,0.58,2.93,5.24,2
1203,60,4.1,85,1010,4.97,4.4,1.46,2.42,4.72,2
1204,0,0.0,73,1009,9.01,7.97,8.5,3.94,8.5,2
1205,330,8.2,45,1012,13.9,12.1,11.48,1.31,12.95,1
1206,30,2.1,38,1010,15.43,14.17,13.39,0.69,14.86,1
1207,200,6.7,40,1007,18.07,14.83,14.89,2.57,16.17,1
1208,150,4.1,74,1004,14.64,12.8,13.1,9.19,13.74,1
1209,110,2.1,79,1012,11.46,9.4,9.81,7.14,10.63,1
1210,190,7.2,35,1013,15.17,13.12,12.51,-0.96,14.13,1
1211,170,4.6,68,1000,14.27,11.64,11.78,6.93,12.68,1
1212,110,3.6,79,994,11.23,9.37,9.42,6.79,10.27,2
1213,300,6.2,76,995,7.16,5.31,2.44,2.37,6.28,2
1214,330,9.8,70,999,6.89,5.67,1.63,1.43,6.5,2
1215,320,6.7,16,1005,12.8,11.66,9.81,-11.55,12.12,1
1216,320,5.1,17,1005,21.7,17.64,17.95,-5.48,19.5,1
1217,190,4.1,33,1009,22.27,17.44,18.41,2.85,19.54,1
1218,200,4.6,62,1005,26.57,21.22,23.84,16.08,23.79,1
1219,280,7.7,37,1001,25.47,21.5,22.51,7.69,23.17,1
1220,300,4.1,69,1006,16.58,15.8,15.66,10.49,16.18,1
1221,200,6.2,39,1010,23.57,19.7,20.81,7.05,21.58,1
1222,290,9.3,24,1006,20.67,18.75,18.2,-1.36,19.56,1
1223,350,1.5,17,1009,20.6,17.06,16.55,-6.4,18.23,1
1224,310,3.6,79,996,13.77,12.22,12.3,9.34,12.89,1
1225,280,7.7,45,1012,9.47,9.0,5.83,-1.79,9.29,1
1226,340,8.2,19,1022,12.2,10.12,8.88,-10.3,11.21,1
1227,200,5.7,48,1026,11.67,10.35,9.56,0.55,11.14,1
1228,310,3.6,58,1021,11.37,9.62,9.01,2.5,10.4,1
1229,250,5.1,26,1021,18.97,15.29,15.12,-2.54,16.71,1
1230,130,2.1,83,1013,17.72,13.3,15.45,12.78,15.66,1
1231,340,5.1,37,1016,19.4,17.03,16.89,3.16,18.06,1
1232,350,5.7,18,1017,20.37,18.15,17.56,-5.09,19.12,1
1233,130,3.1,59,1020,18.87,14.4,15.35,8.13,16.14,1
1234,130,4.6,89,1019,11.97,10.6,10.72,9.48,11.22,2
1235,304,1.71,90,1009,12.49,12.18,12.02,10.79,12.38,1
1236,340,2.1,31,1012,27.2,23.16,24.41,6.75,25.04,1
1237,100,5.1,68,1023,16.72,13.77,14.42,9.23,15.08,1
1238,160,5.1,69,1024,21.47,17.07,18.59,13.05,18.85,1
1239,50,1.5,93,1025,18.94,13.3,16.56,15.3,16.43,1
1240,200,5.1,65,1023,24.52,21.47,23.17,16.18,23.11,1
1241,190,4.6,64,1016,26.87,23.06,25.39,17.86,25.15,1
1242,130,1.5,58,1005,26.57,22.44,24.76,15.91,24.72,1
1243,110,8.2,69,1010,18.99,16.7,17.23,11.86,17.61,1
1244,140,4.1,58,1014,19.47,16.7,17.11,9.4,17.76,1
1245,220,6.7,83,1010,20.87,19.3,20.35,17.14,20.12,2
1246,310,6.7,37,1009,25.07,23.21,23.78,8.72,24.33,1
1247,210,5.7,40,1015,21.17,18.46,18.81,5.77,19.74,3
1248,240,6.7,90,1005,22.47,20.7,22.15,19.88,21.59,1
1249,120,2.6,78,1009,21.1,18.57,19.7,15.7,19.64,1
1250,180,3.1,87,1004,23.87,21.7,23.14,20.29,22.56,2
1251,200,4.1,62,1009,24.4,19.69,22.19,14.66,22.29,1
1252,220,5.1,74,1002,27.07,23.87,25.8,20.31,25.28,1
1253,280,7.7,78,996,22.37,19.78,21.47,17.26,21.25,1
1254,320,3.6,35,1010,20.6,19.27,18.72,3.89,19.77,1
1255,330,5.7,33,1017,20.0,17.93,17.33,1.99,18.56,1
1256,220,6.2,80,1018,15.05,13.9,13.9,10.92,14.32,2
1257,80,3.1,96,1013,14.72,13.07,13.92,13.33,13.96,2
1258,182,2.59,73,1020,18.03,16.97,17.28,12.67,17.56,1
1259,150,2.6,96,1016,17.25,15.27,16.35,15.53,16.17,2
1260,20,3.6,89,1013,17.15,16.1,16.57,14.72,16.54,1
1261,30,5.1,93,1009,21.25,16.7,20.22,18.6,19.76,2
1262,80,2.1,72,1019,21.36,17.8,19.59,14.51,19.69,1
1263,190,5.7,61,1014,20.17,18.51,18.64,11.39,19.08,2
1264,350,3.1,77,1012,18.65,17.16,17.76,13.81,17.9,1
1265,240,4.1,36,1016,29.07,25.37,26.78,10.81,27.16,1
1266,200,5.7,61,1014,24.57,21.48,22.81,14.96,22.87,1
1267,280,3.1,71,1010,26.72,24.97,26.11,19.99,25.64,1
1268,70,3.1,63,1016,26.5,23.3,25.15,17.42,24.95,1
1269,50,2.1,83,1018,23.33,18.9,21.83,18.45,21.46,1
1270,280,3.1,51,1010,28.3,25.53,27.36,15.9,26.88,1
1271,240,7.2,66,1004,26.7,24.52,25.99,18.83,25.65,2
1272,210,5.7,53,1014,26.07,23.11,24.32,14.25,24.44,1
1273,300,5.7,51,1010,24.47,22.94,23.66,13.14,23.88,1
1274,40,1.5,89,1005,24.92,20.47,22.98,20.46,22.36,2
1275,220,4.1,71,1002,26.7,25.52,26.16,20.49,26.16,1
1276,300,6.7,39,1009,27.8,25.61,26.4,11.34,26.4,1
1277,280,7.7,24,1016,22.97,21.35,20.77,0.44,21.9,1
1278,310,6.7,39,1019,21.27,20.19,19.69,6.14,20.56,1
1279,120,2.6,58,1020,22.19,20.39,20.78,12.52,21.1,1
1280,240,4.6,36,1015,29.4,25.67,27.03,11.12,27.51,1
1281,280,5.1,30,1011,30.17,27.51,27.72,9.52,28.81,1
1282,140,2.6,50,1014,29.87,26.0,28.55,16.7,28.09,1
1283,70,2.6,66,1014,30.37,26.7,31.3,21.65,28.63,1
1284,70,3.6,87,1017,28.36,23.3,26.86,23.61,25.94,2
1285,210,7.2,56,1017,28.57,26.1,28.25,17.84,27.39,1
1286,180,5.7,62,1011,28.21,26.18,28.69,19.42,27.34,1
1287,50,2.1,87,1011,23.35,22.2,23.52,20.62,22.9,2
1288,80,4.6,90,1011,23.98,21.1,23.31,20.92,22.64,1
1289,200,7.2,60,1013,27.57,25.63,26.52,18.13,26.52,1
1290,170,3.6,76,1013,26.87,25.07,26.45,21.28,25.83,2
1291,40,2.1,89,1016,22.11,20.57,21.94,19.53,21.42,2
1292,130,3.1,84,1017,23.74,20.97,22.93,19.6,22.44,1
1293,200,6.7,74,1009,28.87,26.25,30.19,22.46,27.51,1
1294,230,7.7,47,1007,31.37,27.7,29.38,16.61,29.06,1
1295,280,7.2,36,1010,29.4,27.7,27.83,11.99,28.5,1
1296,200,5.1,76,1008,26.77,24.47,26.13,21.0,25.54,2
1297,90,2.1,70,1014,24.87,21.7,23.57,17.57,23.35,1
1298,240,7.7,67,1008,27.47,25.41,26.16,19.55,26.16,2
1299,310,7.2,42,1013,27.2,25.17,25.97,12.08,25.97,1
1300,90,1.5,93,1013,19.76,19.17,19.96,18.36,19.52,2
1301,70,3.1,84,1009,25.43,22.2,24.3,20.82,23.68,3
1302,290,5.1,58,1007,26.87,25.36,26.01,17.11,26.01,1
1303,310,6.2,28,1012,27.8,25.33,26.2,6.27,26.2,1
1304,280,4.1,27,1015,30.97,26.76,27.65,8.06,28.92,1
1305,200,7.2,62,1011,28.87,25.69,28.04,18.97,26.86,1
1306,320,5.1,34,1008,29.4,26.05,26.76,10.05,27.27,1
1307,110,4.1,70,1012,23.3,20.0,22.05,16.25,21.97,1
1308,90,3.6,84,1016,20.63,19.4,20.33,17.28,20.07,1
1309,190,4.6,48,1019,23.3,21.46,21.92,10.84,22.37,1
1310,200,5.7,61,1019,24.68,23.17,23.87,15.87,23.84,1
1311,220,8.2,62,1015,26.77,24.57,26.0,17.92,25.75,1
1312,220,6.7,65,1007,29.57,27.55,31.24,21.45,28.68,1
1313,260,4.6,81,1000,25.56,24.46,25.76,21.59,25.08,1
1314,290,10.3,32,1005,26.17,23.95,24.12,6.96,24.75,1
1315,290,4.1,29,1014,25.07,21.83,22.33,4.2,23.2,1
1316,200,6.2,61,1015,26.37,24.31,25.3,17.09,25.14,1
1317,220,4.6,66,1012,30.17,26.62,29.96,20.95,27.89,1
1318,140,3.1,55,1010,26.18,23.9,25.07,15.4,25.07,1
1319,70,2.6,78,1012,22.81,19.4,21.76,17.52,21.52,1
1320,110,4.6,84,1015,21.56,19.4,20.83,17.73,20.53,1
1321,100,3.6,72,1019,20.93,18.9,19.97,14.83,20.03,1
1322,200,4.6,47,1019,24.17,22.04,22.36,10.91,22.8,1
1323,190,5.1,61,1017,22.89,21.73,22.26,14.49,22.37,1
1324,220,6.7,81,1012,25.6,23.74,25.3,21.18,24.66,1
1325,280,4.1,35,1014,29.17,26.02,26.95,10.66,27.47,1
1326,170,2.6,51,1015,26.97,23.34,24.48,13.83,24.63,1
1327,200,5.7,48,1009,27.47,24.22,25.41,13.74,25.55,1
1328,100,1.5,60,1015,22.45,20.6,21.13,13.29,21.37,1
1329,120,1.5,65,1017,22.87,20.6,21.52,14.75,21.61,1
1330,80,5.1,87,1017,19.66,18.3,19.35,16.9,19.11,2
1331,30,9.3,90,1017,17.66,16.98,17.42,15.64,17.29,2
1332,50,7.7,96,1017,17.96,16.7,17.76,16.81,17.45,2
1333,310,4.34,91,1008,18.56,18.07,18.5,16.75,18.24,1
1334,290,5.7,43,1012,25.47,22.47,22.81,10.03,23.3,1
1335,110,1.5,63,1017,20.87,19.59,19.82,12.85,20.11,1
1336,240,4.1,45,1019,26.17,22.0,23.05,10.87,23.47,1
1337,120,2.1,41,1018,31.57,25.96,27.36,13.15,27.57,1
1338,290,4.6,30,1018,30.6,25.67,26.62,8.24,27.32,1
1339,0,0.0,54,1015,28.94,26.95,29.08,18.02,28.2,1
1340,220,4.6,42,1014,31.77,27.25,28.76,14.77,28.97,1
1341,210,5.1,54,1013,30.57,27.07,29.59,18.38,28.59,1
1342,60,3.6,96,1001,23.84,21.7,23.73,22.21,22.88,3
1343,240,7.2,42,1002,24.37,21.73,21.95,9.0,22.54,1
1344,260,4.1,40,1015,21.77,18.12,18.48,5.5,19.44,1
1345,200,4.6,54,1021,20.6,19.84,19.66,10.59,20.18,1
1346,210,5.1,71,1015,25.57,22.66,24.13,18.27,23.84,1
1347,280,4.1,44,1005,23.27,20.64,20.93,8.81,21.57,1
1348,290,6.7,60,1005,18.97,18.06,17.88,10.52,18.42,1
1349,330,5.1,52,1010,18.97,17.69,17.37,8.14,18.14,1
1350,160,3.1,72,1017,16.33,15.9,15.61,11.03,16.07,1
1351,100,4.6,69,1019,15.67,14.79,14.67,9.63,15.28,1
1352,190,8.2,86,1012,16.97,16.1,16.61,14.29,16.64,2
1353,290,4.6,45,1011,20.87,17.0,17.4,6.21,18.34,1
1354,330,2.6,42,1018,17.57,14.96,14.71,3.07,15.96,1
1355,140,2.6,74,1012,17.81,16.7,17.11,12.7,17.38,2
1356,120,2.1,86,1018,15.8,14.4,15.2,13.03,15.36,1
1357,130,3.6,77,1021,16.47,15.6,15.72,12.02,16.05,1
1358,90,1.5,84,1016,20.14,18.3,19.43,16.49,19.26,1
1359,330,6.7,32,1015,17.8,15.85,15.23,-0.07,16.67,1
1360,220,6.2,44,1017,18.97,17.4,17.05,5.62,18.04,1
1361,250,5.1,64,1013,26.17,23.19,24.64,17.22,24.47,1
1362,150,3.1,74,1022,17.87,16.7,16.89,12.51,17.18,1
1363,210,5.7,76,1011,23.89,21.71,23.21,18.43,22.88,1
1364,340,5.7,35,1009,25.0,22.42,22.61,7.01,23.31,1
1365,40,5.7,90,1022,15.56,14.4,15.1,13.55,15.18,1
1366,50,2.6,100,1017,16.55,15.0,16.21,15.95,15.95,2
1367,200,7.2,87,1008,22.87,21.36,22.57,19.78,22.04,2
1368,200,4.1,68,1014,24.27,21.53,22.46,16.2,22.39,1
1369,190,11.3,76,1009,25.47,23.35,24.64,19.68,24.18,1
1370,320,7.7,89,1003,15.67,15.2,15.42,13.69,15.49,2
1371,10,4.1,51,1016,16.17,12.7,13.01,4.22,14.2,1
1372,40,6.7,63,1022,13.06,12.14,11.67,5.85,12.7,1
1373,50,10.3,89,1021,14.28,12.2,13.31,11.79,13.57,2
1374,70,6.2,96,1018,15.07,14.05,14.59,13.94,14.57,2
1375,280,4.6,96,1004,13.64,12.57,13.04,12.54,13.16,2
1376,260,4.1,49,1004,16.47,13.45,13.42,4.04,14.62,1
1377,250,4.6,45,1006,20.27,17.56,17.5,6.29,18.43,1
1378,340,4.1,33,1012,13.77,10.76,9.95,-3.45,11.85,1
1379,230,4.1,40,1005,14.4,13.36,12.27,0.44,13.79,1
1380,100,1.5,74,1009,16.57,12.81,13.85,9.85,14.42,1
1381,10,1.5,77,1011,13.17,11.52,11.34,8.17,12.07,1
1382,150,3.6,68,1017,12.67,10.8,10.37,5.71,11.4,1
1383,110,7.2,68,1010,13.9,12.32,12.14,7.25,13.01,1
1384,250,12.3,76,989,8.47,7.18,3.02,3.99,7.96,2
1385,320,5.1,56,1007,11.07,9.93,9.02,2.06,10.46,1
1386,320,4.6,45,1006,15.67,13.64,13.07,2.63,14.4,1
1387,270,3.6,41,1010,13.87,10.41,9.92,-1.03,11.63,1
1388,280,2.6,44,1012,13.37,7.92,8.72,-1.51,9.97,1
1389,200,4.1,66,1009,13.87,11.46,11.44,6.25,12.42,1
1390,270,8.2,58,1002,10.97,9.0,6.44,1.99,9.86,1
1391,270,5.1,37,1014,7.47,5.41,2.87,-6.53,6.26,1
1392,300,2.6,48,1019,12.77,8.8,8.59,-0.23,10.26,1
1393,60,1.5,79,1019,10.57,8.61,9.3,6.23,9.69,1
1394,0,0.0,100,1012,16.29,11.7,14.73,14.6,14.6,2
1395,190,2.6,84,1013,19.17,17.17,18.26,15.44,18.19,1
1396,200,5.1,89,1010,20.83,19.14,20.46,18.2,20.07,2
1397,260,3.1,62,1008,20.37,16.48,17.02,10.23,17.59,1
1398,300,6.7,63,1011,11.07,9.4,8.79,3.36,10.08,1
1399,200,5.7,46,1008,11.7,11.1,9.74,0.16,11.35,1
1400,330,5.1,44,1015,6.17,4.59,1.84,-5.17,5.44,1
1401,320,5.1,50,1026,6.97,5.85,3.11,-2.84,6.45,1
1402,10,2.6,56,1028,5.2,3.45,2.07,-3.21,4.37,1
1403,200,4.6,60,1018,7.87,4.91,3.34,-0.66,6.45,1
1404,360,1.5,96,999,11.1,9.9,10.17,9.94,10.55,2
1405,240,6.2,68,1004,10.6,9.98,9.21,4.7,10.34,1
1406,20,3.1,65,1022,7.97,6.68,5.26,1.21,7.35,1
1407,320,7.7,52,1013,5.75,5.21,0.93,-3.15,5.51,2
1408,10,6.2,83,1001,8.63,7.47,4.7,5.34,8.05,2
1409,20,8.2,85,1011,10.62,10.29,9.79,8.06,10.47,2
1410,360,3.6,55,1021,8.58,8.16,6.19,-0.13,8.36,1
1411,10,2.6,57,1031,8.87,5.53,4.94,-0.99,6.79,1
1412,10,2.6,35,1028,8.3,7.23,6.05,-6.01,7.72,1
1413,0,0.0,51,1020,9.47,8.49,9.01,-0.51,9.01,1
1414,80,3.6,79,1020,9.57,8.34,6.8,5.42,8.86,1
1415,50,3.1,92,1018,10.27,9.84,9.51,8.81,10.05,2
1416,90,5.1,92,1017,10.03,9.66,7.34,8.59,9.83,1
1417,260,8.7,48,1000,13.97,12.47,11.47,2.14,12.87,1
1418,290,4.1,43,1015,9.97,6.69,5.52,-3.35,8.02,1
1419,350,1.5,44,1023,5.07,0.36,0.89,-7.71,2.32,1
1420,290,5.7,40,1019,10.27,7.78,5.61,-3.72,8.63,1
1421,140,4.1,63,1034,2.77,0.75,-2.24,-4.04,1.72,1
1422,210,4.6,77,1020,13.27,10.74,10.8,7.69,11.58,1
1423,250,4.1,66,1005,15.17,12.68,12.61,7.26,13.48,1
1424,320,8.2,15,1017,4.97,3.55,-0.97,-18.12,4.17,1
1425,230,2.1,25,1017,4.47,2.7,1.48,-13.14,3.47,1
1426,280,7.2,44,1002,4.87,2.74,-1.26,-6.6,3.68,1
1427,300,5.7,49,1008,4.57,2.94,-0.61,-5.33,3.71,1
1428,320,3.1,44,1028,5.47,2.53,0.88,-6.58,3.71,1
1429,170,3.6,69,1034,5.07,2.17,0.11,-1.56,3.37,1
1430,140,4.6,78,1030,7.07,5.91,3.46,3.0,6.55,1
1431,130,11.8,89,1006,12.52,11.1,11.52,10.2,11.95,2
1432,310,6.2,50,1016,4.87,2.16,-1.32,-5.41,3.32,1
1433,320,6.7,49,1011,3.97,2.99,-1.4,-5.57,3.42,1
1434,300,6.2,53,1003,2.57,1.05,-3.42,-6.1,1.67,1
1435,340,3.6,51,1000,1.17,-1.04,-4.22,-8.12,-0.19,1
1436,260,7.7,55,991,-0.84,-1.61,-7.76,-8.21,-1.2,1
1437,280,8.7,46,998,0.57,-1.06,-7.1,-9.48,-0.39,1
1438,270,7.2,40,1013,-1.53,-3.33,-9.29,-13.04,-2.55,1
1439,300,7.2,43,1025,-4.03,-5.89,-12.04,-14.56,-5.04,1
1440,200,3.1,41,1028,-2.54,-3.61,-7.24,-13.21,-3.03,1
1441,240,1.5,52,1024,5.67,0.91,1.5,-5.35,2.85,1
1442,180,3.6,89,1001,11.49,11.07,10.7,9.46,11.2,2
1443,170,5.7,88,984,7.77,6.43,3.41,5.04,6.89,1
1444,300,6.2,51,999,-3.83,-5.15,-11.12,-12.07,-4.38,1
1445,300,6.2,47,1003,-4.93,-6.31,-12.72,-14.22,-5.72,1
