,wind_deg,wind_speed,humidity,pressure,temp_max,temp_min,feels_like,dew_point,temp,weather_description
0,150,1.5,53,1025,2.8,-1.1,-1.62,-7.39,0.12,1
1,300,5.1,95,1007,9.23,6.04,4.81,7.06,7.81,2
2,290,2.6,37,1023,4.4,1.75,0.19,-9.31,2.79,1
3,230,7.2,51,1021,7.23,6.98,3.19,-2.05,7.13,1
4,230,6.2,56,1017,9.4,8.44,5.56,0.45,8.73,1
5,200,4.6,86,1012,14.48,13.45,13.72,11.72,14.02,1
6,300,7.2,62,1005,16.97,15.29,15.29,8.74,16.01,1
7,140,4.1,65,1025,6.7,5.76,3.38,0.19,6.28,1
8,280,6.2,60,1001,8.3,6.84,4.09,0.31,7.57,1
9,230,5.1,50,1008,3.56,2.43,-1.23,-5.69,2.99,1
10,300,7.7,40,1021,-1.1,-2.26,-8.25,-12.14,-1.58,1
11,210,5.7,51,1034,0.0,-1.52,-6.31,-8.69,-0.8,1
12,220,4.1,60,1024,7.2,6.23,3.76,-0.54,6.59,1
13,50,6.2,70,1026,6.7,5.01,1.92,0.83,5.87,1
14,350,2.1,88,1024,2.57,0.88,-0.58,-0.05,1.71,2
15,300,3.6,96,1011,2.72,-0.6,-2.4,0.74,1.31,2
16,320,7.7,64,1019,-3.44,-4.66,-11.03,-9.19,-4.03,1
17,330,4.6,36,1041,-7.99,-9.1,-15.19,-19.61,-8.46,1
18,130,2.6,78,1027,1.27,-0.07,-2.28,-2.37,0.71,4
19,280,8.7,55,1003,2.16,1.64,-4.08,-5.46,1.92,1
20,290,9.3,42,1015,-6.1,-7.12,-13.49,-16.16,-6.49,1
21,290,4.6,32,1024,-3.88,-4.9,-10.09,-17.11,-4.36,1
22,340,3.1,68,1010,-2.96,-3.9,-7.77,-7.96,-3.47,4
23,330,2.6,58,1011,-0.6,-1.75,-4.63,-7.67,-1.27,1
24,290,4.6,47,1013,1.7,-0.66,-4.55,-8.78,0.1,1
25,320,7.7,30,1008,-7.04,-8.88,-14.85,-20.95,-7.85,1
26,300,8.7,34,1013,-12.88,-14.06,-20.36,-24.68,-13.36,1
27,250,1.5,52,1006,-3.3,-6.23,-7.09,-12.13,-4.68,1
28,20,4.1,72,1003,0.0,-1.39,-5.04,-4.47,-0.56,1
29,280,6.2,35,1011,-4.63,-5.9,-12.11,-16.89,-5.16,1
30,210,3.6,41,1013,-1.59,-2.96,-6.86,-12.58,-2.35,1
31,250,4.6,38,1017,-2.2,-3.6,-8.17,-13.84,-2.81,1
32,200,2.6,51,1016,0.8,-0.08,-2.72,-7.65,0.34,1
33,160,3.1,88,1004,1.91,0.55,-2.01,-0.4,1.31,4
34,240,8.2,40,1014,-2.33,-3.42,-9.91,-13.37,-2.91,1
35,240,6.7,30,1015,-5.88,-7.09,-13.49,-19.72,-6.49,1
36,290,8.2,43,1016,-8.76,-9.58,-16.14,-18.37,-9.14,1
37,260,6.2,40,1017,-5.31,-6.51,-13.0,-16.23,-6.0,1
38,290,8.2,37,1013,-6.33,-7.39,-13.9,-17.89,-6.9,1
39,280,5.7,45,1011,-4.99,-5.8,-11.96,-14.28,-5.27,1
40,280,8.2,39,1011,-5.0,-5.79,-12.34,-15.89,-5.34,1
41,280,5.7,46,1016,-1.88,-2.87,-8.23,-11.28,-2.32,1
42,250,4.1,40,1020,-1.18,-2.0,-6.49,-12.29,-1.74,1
43,290,6.7,39,1022,0.0,-0.52,-6.01,-11.14,-0.18,1
44,340,3.1,22,1029,-6.04,-7.02,-11.38,-22.9,-6.47,1
45,310,8.7,100,982,1.29,-2.8,-7.39,-0.61,-0.61,2
46,280,11.8,45,1008,-9.25,-10.46,-16.82,-18.53,-9.82,1
47,280,8.2,41,1002,-3.16,-3.75,-10.5,-13.65,-3.5,1
48,240,6.2,39,1008,0.0,-2.23,-6.83,-11.9,-1.01,1
49,300,6.7,47,1004,-1.58,-3.15,-8.7,-11.0,-2.28,1
50,300,4.6,31,1018,-7.15,-9.05,-14.53,-20.68,-7.93,1
51,190,2.6,50,1006,5.6,3.28,1.53,-4.92,3.92,1
52,320,2.6,42,1013,3.9,2.02,0.45,-7.68,3.01,1
53,150,3.1,85,1004,2.2,1.46,-1.43,-0.4,1.79,2
54,330,7.2,40,1010,-2.2,-5.11,-11.02,-14.4,-4.02,1
55,320,8.2,46,1017,0.0,-1.64,-7.6,-9.97,-0.92,1
56,170,2.1,58,1016,3.19,1.89,0.48,-4.26,2.62,1
57,0,0.0,63,1013,1.1,-0.04,0.44,-5.12,0.44,1
58,130,3.1,75,1017,1.99,1.1,-1.58,-2.01,1.67,1
59,0,0.0,75,1017,3.75,2.2,3.35,-0.58,3.35,1
60,150,4.1,58,1021,2.1,1.7,-2.03,-4.87,1.89,1
61,280,8.2,95,998,5.92,4.62,0.54,4.6,5.33,1
62,300,5.1,64,1001,5.0,3.74,0.51,-1.61,4.38,1
63,280,7.7,43,1003,2.2,1.41,-3.82,-8.37,1.84,1
64,280,12.4,32,1003,-0.6,-2.28,-8.55,-14.57,-1.55,1
65,300,8.2,23,1025,-11.7,-12.65,-19.08,-27.41,-12.08,1
66,270,4.6,34,1020,-5.01,-6.18,-11.51,-17.5,-5.5,1
67,330,7.2,23,1027,-10.3,-11.57,-17.76,-26.24,-10.76,1
68,210,5.1,33,1030,-0.69,-1.11,-6.1,-13.64,-0.9,1
69,210,7.2,67,1021,8.9,7.69,4.45,2.36,8.11,1
70,320,5.1,44,1023,6.7,5.41,2.24,-4.91,5.76,1
71,190,4.1,46,1022,7.8,6.86,4.69,-3.1,7.35,1
72,210,6.2,51,1018,10.29,7.97,6.2,-0.33,9.23,1
73,200,6.7,71,1011,13.36,10.93,11.11,6.91,12.0,1
74,340,7.2,62,1021,6.1,4.05,-0.23,-1.91,4.48,2
75,50,14.9,96,1020,-0.4,-2.74,-8.23,-1.72,-1.23,4
76,280,6.2,63,1001,0.6,-0.78,-5.52,-5.48,0.02,1
77,280,3.6,37,1013,1.1,-0.08,-3.46,-11.2,0.44,1
78,220,7.2,88,1023,1.09,0.0,-5.09,-0.92,0.71,4
79,310,6.7,27,1031,2.8,0.15,-4.15,-14.02,1.27,1
80,220,8.7,53,1037,1.26,0.95,-5.12,-6.56,1.12,1
81,220,8.2,82,1016,12.11,10.62,10.75,8.45,11.41,2
82,280,4.6,29,1021,11.1,8.92,7.04,-6.84,9.43,1
83,110,5.7,79,1026,5.04,3.67,0.01,0.89,4.2,2
84,0,0.0,70,1032,6.2,5.14,5.74,0.7,5.74,1
85,210,5.1,85,1021,5.69,5.25,1.88,3.15,5.47,2
86,190,1.5,79,1016,11.93,7.2,9.56,6.45,9.92,1
87,310,8.7,21,1022,7.8,6.71,2.72,-12.27,7.11,1
88,340,8.2,19,1025,7.8,6.48,2.4,-13.64,6.76,1
89,320,6.7,22,1019,12.2,10.21,8.64,-8.86,10.92,1
90,168,2.34,44,1024,6.92,5.58,4.3,-4.66,6.07,1
91,210,8.2,40,1022,9.46,7.89,4.94,-3.66,8.71,1
92,60,3.1,92,1018,5.0,4.66,2.23,3.64,4.83,2
93,70,7.2,81,1024,3.68,2.8,-1.63,0.44,3.39,1
94,110,9.8,95,1008,2.8,2.05,-3.78,1.69,2.41,2
95,290,7.2,41,1003,2.8,0.83,-3.45,-8.8,1.98,1
96,280,5.1,43,1007,2.94,1.7,-1.93,-7.89,2.43,1
97,310,4.6,33,1002,3.9,2.67,-0.85,-10.36,3.08,1
98,280,7.7,42,1007,3.43,2.83,-2.02,-7.51,3.23,1
99,300,7.2,37,1011,6.1,5.03,1.03,-7.16,5.46,1
100,330,5.7,36,1016,6.1,5.54,1.93,-7.27,5.72,1
101,120,4.6,64,1019,6.87,5.85,3.17,0.02,6.32,1
102,40,9.8,92,1002,4.24,2.57,-2.38,2.3,3.47,2
103,290,6.7,55,1007,7.4,7.2,3.59,-0.98,7.32,1
104,320,3.6,44,1016,9.4,8.3,6.62,-2.53,8.71,1
105,100,11.8,92,1005,4.9,4.4,-1.27,3.5,4.69,2
106,100,9.3,85,991,6.39,6.07,1.44,3.93,6.26,1
107,20,13.4,88,999,5.32,5.0,-1.0,3.33,5.15,2
108,40,5.7,88,1012,6.49,5.0,2.23,4.13,5.96,2
109,0,0.0,55,1015,9.33,7.67,8.43,-0.07,8.43,1
110,0,0.0,28,1018,11.21,8.68,9.64,-7.08,9.64,1
111,70,2.1,45,1018,15.62,12.13,12.52,2.18,13.9,1
112,210,8.2,32,1021,17.25,14.16,14.23,-0.78,15.76,1
113,200,6.7,38,1009,22.04,17.66,18.89,5.14,19.86,1
114,340,5.7,19,1015,17.8,13.94,13.45,-7.22,15.36,1
115,320,3.6,86,1018,8.92,8.11,6.5,6.4,8.61,2
116,190,6.7,52,1021,12.75,11.14,10.51,2.38,11.91,1
117,20,3.1,92,1011,8.89,7.2,6.09,6.82,8.04,2
118,170,2.6,92,1006,13.15,9.4,11.32,10.44,11.69,2
119,90,3.1,92,1011,8.75,6.7,5.97,6.72,7.94,1
120,340,9.3,34,1006,16.7,14.79,14.25,-0.07,15.73,1
121,10,3.1,61,1012,15.28,12.2,12.54,6.17,13.54,1
122,350,6.2,19,1014,16.1,14.13,12.88,-7.61,14.84,1
123,350,5.7,16,1019,16.7,14.68,13.5,-9.1,15.48,1
124,340,5.1,15,1019,16.7,14.76,13.51,-9.81,15.51,1
125,60,3.1,54,1019,14.27,11.7,11.72,3.88,12.96,1
126,140,3.6,55,1032,8.87,7.92,6.27,-0.08,8.42,1
127,200,5.7,32,1026,16.7,13.41,13.17,-1.52,14.8,1
128,200,7.2,41,1018,19.92,16.48,17.08,4.69,18.14,1
129,200,7.7,53,1015,23.3,20.07,21.42,11.81,21.8,1
130,190,4.6,63,1013,23.25,19.99,21.57,14.36,21.7,1
131,230,3.1,73,1009,21.7,18.02,19.36,14.49,19.45,1
132,120,2.6,65,1017,11.64,10.48,9.8,4.63,10.95,1
133,340,6.2,16,1020,16.1,13.88,12.84,-9.53,14.88,1
134,270,4.1,19,1019,20.6,17.29,17.1,-4.78,18.68,1
135,230,6.7,49,1005,23.3,19.44,20.26,9.74,20.84,1
136,10,4.1,89,1009,9.46,8.01,6.47,7.08,8.79,2
137,70,5.7,76,1025,8.82,8.02,5.39,4.48,8.46,1
138,360,5.7,91,1019,6.45,5.6,2.4,4.73,6.09,2
139,50,2.6,92,1010,11.7,10.71,10.66,9.84,11.09,2
140,310,4.6,67,1006,16.1,13.14,13.12,7.9,13.92,2
141,330,5.1,29,1020,17.2,14.54,13.58,-2.36,15.24,1
142,160,4.6,49,1028,16.53,14.82,14.48,4.93,15.59,1
143,190,6.2,55,1029,18.44,16.24,16.46,8.13,17.24,1
144,200,4.6,48,1021,26.1,23.12,24.62,13.08,24.83,1
145,280,2.6,29,1016,31.1,25.04,26.66,7.85,27.44,3
146,350,4.1,21,1016,27.2,22.28,22.64,0.08,23.67,1
147,80,2.6,80,1020,18.14,14.6,15.88,12.67,16.12,1
148,290,8.2,26,1016,23.9,21.89,21.88,2.37,22.86,1
149,80,2.1,58,1021,21.18,18.5,19.31,11.27,19.76,1
150,250,5.1,36,1017,26.7,21.89,23.14,7.82,23.77,1
151,70,2.6,83,1020,15.66,13.9,14.52,11.96,14.82,1
152,270,2.6,68,1013,23.98,22.23,23.26,16.89,23.12,3
153,200,3.1,73,1010,24.46,21.73,23.46,18.08,23.18,3
154,30,4.1,92,1013,12.45,11.68,11.78,10.85,12.11,2
155,310,4.1,96,993,16.44,15.47,16.03,15.24,15.88,2
156,220,5.7,73,999,22.2,20.27,21.34,16.22,21.25,1
157,310,9.3,43,1011,16.7,16.2,15.24,3.82,16.42,1
158,250,3.1,36,1017,21.1,17.51,17.65,3.41,18.78,1
159,20,2.6,83,1012,20.73,16.1,18.83,15.79,18.73,1
160,20,2.1,83,1016,15.5,14.61,14.72,12.14,15.0,1
161,0,0.0,62,1016,19.24,17.56,17.86,10.95,18.35,1
162,110,1.5,81,1016,20.47,17.89,19.14,15.73,19.06,2
163,80,3.6,74,1017,18.79,16.61,17.5,13.05,17.74,1
164,50,7.2,69,1021,13.3,12.78,12.12,7.42,12.97,1
165,40,4.6,74,1021,13.75,12.8,12.67,8.82,13.35,1
166,120,2.1,80,1017,17.35,14.4,16.02,12.8,16.25,1
167,190,4.1,57,1012,22.8,20.32,20.98,12.45,21.31,1
168,280,4.6,50,1009,27.2,23.89,25.17,14.12,25.28,1
169,360,4.1,24,1016,26.7,22.4,22.88,2.06,23.82,1
170,200,5.7,47,1013,24.1,22.08,22.88,11.34,23.27,1
171,340,5.1,50,1009,25.0,21.3,22.12,11.58,22.51,1
172,30,4.1,67,1006,21.34,19.4,20.15,13.99,20.31,1
173,310,8.7,64,1007,17.8,17.19,16.81,10.48,17.35,1
174,340,5.1,37,1010,20.6,18.91,18.41,4.39,19.44,1
175,280,4.6,38,1017,24.4,21.59,22.2,7.82,22.87,1
176,240,6.7,50,1021,27.2,23.8,25.07,14.04,25.19,1
177,240,5.7,39,1019,32.2,28.13,29.55,14.53,29.98,1
178,230,8.7,57,1013,30.0,27.23,29.98,19.25,28.6,3
179,230,5.1,66,1009,27.01,25.69,26.3,19.44,26.3,1
180,140,5.1,67,1014,21.78,19.24,20.12,13.97,20.29,1
181,110,4.1,67,1013,21.74,19.4,20.65,14.43,20.77,1
182,330,5.1,41,1017,19.4,18.3,17.72,5.21,18.72,1
183,300,4.6,37,1019,21.1,19.6,19.11,4.95,20.08,1
184,180,5.1,54,1021,21.1,19.25,19.71,10.62,20.22,1
185,190,6.7,83,1020,18.9,18.14,18.41,15.41,18.35,2
186,210,6.2,75,1010,23.9,22.09,23.09,18.14,22.8,1
187,180,2.6,81,1009,20.22,18.9,19.94,16.44,19.79,1
188,270,5.1,45,1008,26.1,22.74,23.54,11.27,23.92,1
189,70,2.6,90,1010,21.9,18.3,20.87,18.72,20.42,1
190,20,4.6,89,1013,23.34,17.8,20.97,18.66,20.54,2
191,60,2.1,96,1013,23.76,17.2,21.93,20.58,21.24,3
192,180,4.1,81,1006,24.46,22.84,24.21,20.22,23.67,1
193,280,4.6,42,1009,26.1,22.3,23.21,10.03,23.69,1
194,320,5.1,47,1011,23.9,22.7,22.81,11.28,23.21,1
195,200,6.7,50,1011,25.01,23.1,23.89,13.06,24.12,1
196,280,4.1,57,1010,25.6,23.77,24.26,15.23,24.29,1
197,60,2.6,70,1015,24.5,20.0,23.02,17.09,22.85,1
198,110,2.6,71,1016,24.63,22.2,23.56,17.77,23.32,1
199,100,3.1,96,1012,21.28,17.8,20.71,19.47,20.13,2
200,130,3.1,96,1004,22.01,18.9,21.66,20.34,21.0,2
201,280,7.2,44,1007,25.0,23.31,23.33,10.78,23.75,1
202,140,2.1,61,1017,22.21,20.63,21.18,13.57,21.39,1
203,10,2.1,70,1023,21.6,20.0,20.79,15.15,20.82,1
204,50,5.7,96,1019,18.99,17.8,19.11,18.03,18.68,2
205,250,7.2,51,1018,25.6,23.27,23.96,13.4,24.16,1
206,240,5.7,42,1020,28.3,25.28,26.32,12.39,26.32,1
207,200,6.2,62,1016,27.86,25.99,28.39,19.21,27.12,1
208,210,6.2,62,1012,26.7,24.95,26.15,18.06,25.89,1
209,230,2.6,87,1011,24.43,23.15,24.35,21.37,23.66,1
210,0,0.0,78,1014,23.9,22.86,23.83,19.35,23.4,3
211,0,0.0,87,1013,22.81,22.19,23.03,20.19,22.46,1
212,150,2.6,51,1012,25.6,23.58,24.26,13.64,24.43,1
213,140,2.6,71,1014,24.04,22.57,23.47,17.69,23.24,1
214,200,4.1,49,1014,31.1,27.21,28.98,16.79,28.54,1
215,200,6.7,65,1012,28.9,26.82,29.68,20.61,27.79,1
216,280,4.6,34,1012,29.4,25.3,26.52,9.4,26.52,1
217,130,4.1,58,1015,22.0,20.6,20.88,12.61,21.19,1
218,220,5.1,83,1008,24.0,22.05,23.23,19.69,22.73,3
219,100,3.6,93,1013,22.88,19.0,22.08,20.27,21.45,3
220,300,4.1,64,1003,27.73,26.23,28.39,19.62,27.01,1
221,150,4.1,48,1014,19.76,18.79,18.59,8.07,19.35,1
222,10,2.1,55,1014,16.7,15.33,15.0,6.9,15.92,1
223,20,2.1,59,1014,23.7,22.35,23.02,14.67,23.11,1
224,200,3.1,50,1013,26.7,24.18,25.1,14.07,25.22,1
225,0,0.0,73,1008,22.83,21.98,22.62,17.34,22.42,2
226,110,2.6,80,1013,19.69,17.8,18.92,15.37,18.89,1
227,240,5.1,52,1011,26.7,23.89,24.66,14.26,24.77,1
228,200,6.7,74,1009,26.36,24.91,26.26,20.72,25.7,3
229,230,7.2,47,1009,23.9,21.5,21.81,10.46,22.3,1
230,310,3.6,40,1019,20.0,18.48,17.86,4.99,18.87,1
231,280,2.6,38,1020,20.6,18.96,18.49,4.81,19.49,1
232,100,3.1,72,1023,17.2,16.42,16.49,11.8,16.87,1
233,70,3.6,86,1023,16.47,16.08,16.22,13.95,16.29,1
234,100,4.1,72,1024,18.26,17.2,17.57,12.74,17.85,1
235,0,0.0,87,1020,20.86,18.9,20.36,17.8,20.03,1
236,220,7.7,71,1011,27.51,24.22,26.23,20.1,25.75,1
237,200,5.1,71,1008,28.67,25.7,29.29,21.48,27.2,1
238,360,3.6,54,1015,26.7,22.98,24.51,14.67,24.59,1
239,90,2.1,83,1021,21.33,18.9,20.44,17.22,20.2,1
240,160,4.6,57,1020,23.29,21.34,22.04,13.35,22.27,1
241,200,5.1,55,1017,25.22,23.11,24.02,14.52,24.12,1
242,190,4.1,50,1014,26.39,23.55,24.84,13.85,24.98,1
243,10,3.6,78,1014,21.91,20.28,21.38,17.18,21.17,1
244,10,4.1,34,1021,21.1,19.14,18.76,3.53,19.83,1
245,210,3.6,54,1021,21.1,19.41,19.36,10.33,19.9,1
246,250,5.1,44,1011,27.2,24.37,25.25,12.36,25.5,1
247,350,2.6,26,1016,22.2,19.49,19.01,0.14,20.25,1
248,140,3.6,69,1023,17.39,16.44,16.28,11.04,16.75,1
249,200,6.7,65,1024,21.53,19.33,20.14,13.56,20.35,1
250,210,5.1,68,1018,27.51,24.52,26.35,19.57,25.93,1
251,270,3.6,58,1016,28.3,25.06,26.16,17.25,26.16,1
252,30,4.6,80,1019,16.1,15.52,15.5,12.34,15.78,1
253,40,4.1,93,1016,17.42,16.1,17.11,15.79,16.93,2
254,200,2.6,96,1003,16.7,15.74,16.39,15.57,16.21,1
255,270,5.1,45,1017,21.1,17.56,17.54,6.32,18.46,1
256,130,3.6,64,1022,16.7,15.71,15.38,9.25,16.05,1
257,170,5.1,65,1019,19.04,18.55,18.48,12.13,18.84,1
258,300,4.6,51,1016,16.1,14.24,13.84,4.92,14.96,1
259,140,3.6,66,1026,13.3,11.49,11.25,6.09,12.25,1
260,70,2.1,59,1031,13.9,11.52,11.26,4.64,12.42,1
261,70,2.6,68,1029,13.9,12.26,12.11,7.22,12.98,1
262,150,3.6,89,1024,15.94,15.29,15.53,13.79,15.59,1
263,60,2.6,86,1020,19.81,17.8,18.97,16.4,18.79,1
264,100,4.6,100,1021,19.19,15.6,18.37,17.91,17.91,3
265,210,4.6,78,1016,22.58,20.89,22.11,17.82,21.83,1
266,300,6.2,36,1019,22.2,20.31,19.71,5.07,20.65,1
267,220,4.1,53,1019,22.2,19.85,20.0,10.61,20.51,1
268,230,5.7,52,1015,26.1,23.41,24.31,13.96,24.45,1
269,220,5.7,60,1014,26.7,24.13,25.67,17.17,25.5,1
270,190,6.2,81,1013,23.3,21.88,23.1,19.23,22.66,1
271,300,6.7,52,1011,20.6,18.51,18.54,9.13,19.21,1
272,350,5.1,44,1027,18.3,15.49,15.33,4.2,16.48,1
273,140,4.1,71,1034,13.9,13.16,12.91,8.49,13.64,1
274,170,3.6,66,1031,15.0,14.16,13.73,8.23,14.5,1
275,0,0.0,86,1027,17.8,16.7,17.29,14.9,17.26,1
276,220,5.1,81,1019,21.1,19.64,20.43,16.88,20.24,1
277,60,1.5,75,1022,20.91,19.38,20.18,15.58,20.15,1
278,240,5.1,64,1022,26.1,22.11,23.33,16.09,23.28,1
279,90,3.1,83,1016,20.96,17.2,19.16,16.08,19.03,1
280,170,2.6,74,1019,13.9,13.15,12.73,8.87,13.4,1
281,100,2.1,86,1008,15.7,14.4,14.81,12.69,15.01,1
282,120,4.1,71,1013,13.3,12.09,11.65,7.38,12.49,1
283,50,3.1,86,1008,14.6,14.25,14.24,12.18,14.49,2
284,60,7.2,96,1004,14.85,14.28,14.64,13.99,14.62,2
285,280,8.7,68,1003,11.1,9.99,9.5,4.96,10.61,1
286,230,3.6,46,1012,13.3,8.83,8.62,-0.68,10.33,1
287,350,2.1,51,1018,10.6,9.01,8.95,0.21,9.86,1
288,30,2.1,50,1018,13.3,11.02,10.42,1.79,11.87,1
289,350,1.5,47,1020,13.9,9.71,9.28,0.05,10.91,1
290,0,0.0,80,1017,14.3,13.51,13.39,10.47,13.86,1
291,30,1.5,96,1013,18.71,13.9,17.23,16.33,16.97,2
292,180,9.3,86,1004,21.7,19.8,20.94,18.16,20.58,2
293,280,6.7,55,1007,17.8,15.96,15.67,7.47,16.53,1
294,220,5.1,48,1021,19.4,17.59,17.39,7.08,18.26,1
295,220,4.1,60,1019,20.0,18.6,18.84,11.34,19.29,1
296,220,7.7,73,1004,21.7,20.6,21.27,16.16,21.19,1
297,50,2.6,77,1018,12.8,12.15,11.75,8.52,12.44,1
298,80,3.6,63,1031,10.6,8.9,7.87,3.04,9.74,1
299,100,5.1,71,1031,13.02,12.61,12.09,7.77,12.89,1
300,210,5.7,90,1012,19.4,18.67,19.22,17.24,18.92,1
301,320,5.7,35,1027,8.9,7.68,5.39,-5.42,8.46,1
302,290,3.1,32,1028,7.8,4.35,3.23,-8.67,5.66,1
303,240,2.1,48,1028,13.9,9.6,9.16,0.21,10.77,1
304,200,6.2,80,1022,13.37,13.17,12.73,9.89,13.26,1
305,290,5.7,43,1018,12.8,11.58,10.66,0.05,12.26,1
306,70,7.2,60,1029,8.3,6.44,3.19,-0.09,7.13,1
307,340,7.7,96,996,8.3,7.41,3.91,7.21,7.81,2
308,340,2.6,43,1011,10.0,7.39,6.74,-3.13,8.3,1
309,150,6.2,70,1016,9.71,8.9,6.15,4.01,9.19,1
310,240,4.1,79,1008,7.8,5.22,3.29,2.84,6.21,1
311,300,6.2,50,1018,6.1,4.15,1.01,-3.91,5.15,1
312,360,2.1,54,1023,3.9,1.38,0.36,-5.19,2.51,1
313,20,4.1,85,1021,4.78,3.3,0.74,1.85,4.14,1
314,10,2.6,51,1019,2.86,1.36,-0.49,-6.09,2.22,1
315,320,4.1,37,1024,4.4,1.52,-1.08,-9.41,2.66,1
316,210,4.1,48,1021,6.1,3.61,1.29,-4.86,4.58,1
317,350,2.1,50,1015,11.1,6.09,5.92,-2.17,7.27,1
318,200,5.7,80,1010,12.23,11.66,11.34,8.66,12.0,1
319,290,5.1,89,995,8.9,6.8,4.6,5.95,7.64,2
320,280,7.7,47,1003,4.12,3.31,-1.31,-5.76,3.78,1
321,270,5.1,42,1019,3.9,2.02,-1.39,-7.81,2.86,1
322,60,5.7,52,1032,3.9,0.83,-2.9,-6.13,1.9,1
323,20,3.6,61,1031,3.43,2.25,-0.58,-3.51,2.8,1
324,0,0.0,92,1019,4.67,3.22,4.08,2.9,4.08,2
325,150,2.6,93,1016,7.0,5.12,4.05,5.0,6.04,2
326,230,4.1,83,1003,14.4,12.47,12.51,10.17,12.99,1
327,320,6.7,42,1021,0.0,-1.39,-6.64,-10.76,-0.67,1
328,240,5.1,32,1029,0.6,-1.02,-5.37,-13.45,-0.32,1
329,220,6.2,42,1025,5.6,3.15,-0.43,-6.86,4.02,1
330,150,2.6,95,1015,8.72,7.61,6.67,7.49,8.24,3
331,280,6.7,46,1015,7.8,5.47,2.06,-4.1,6.12,1
332,30,2.6,54,1031,2.48,1.03,-0.76,-5.62,1.99,1
333,240,5.1,70,1013,7.2,6.04,3.44,1.64,6.72,1
334,220,7.2,40,1019,2.8,1.56,-3.26,-8.95,2.13,1
335,320,8.7,33,1034,-5.8,-7.0,-13.31,-18.56,-6.31,1
336,210,2.1,74,1023,-2.48,-4.4,-6.55,-6.92,-3.4,4
337,290,9.8,88,995,1.2,0.25,-6.03,-0.92,0.71,1
338,310,6.2,55,999,-1.7,-3.46,-8.82,-9.51,-2.57,1
339,270,4.1,60,1008,-1.1,-2.95,-6.57,-7.78,-1.8,4
340,290,4.1,44,1026,-0.6,-3.5,-7.47,-11.97,-2.53,1
341,230,4.6,84,1023,0.89,-0.11,-4.12,-1.71,0.45,4
342,290,4.6,49,1025,3.9,1.46,-1.86,-6.52,2.27,1
343,220,3.1,54,1030,2.2,0.94,-1.94,-6.14,1.37,1
344,310,2.1,85,1026,-0.6,-2.3,-4.37,-3.47,-1.53,1
345,190,2.6,85,1022,1.77,0.95,-1.48,-0.76,1.38,2
346,310,3.6,42,1019,3.9,1.77,-1.14,-8.23,2.34,1
347,360,4.6,91,1019,-2.41,-4.46,-8.98,-4.57,-3.46,4
348,230,6.2,71,1018,1.91,1.15,-3.6,-2.79,1.53,1
349,350,4.1,44,1033,-5.72,-6.83,-12.02,-15.42,-6.23,1
350,300,5.7,96,978,4.4,1.83,-1.15,2.7,3.28,2
351,280,4.6,47,1014,-3.9,-5.76,-10.91,-13.57,-5.02,1
352,210,3.1,57,1027,-1.1,-4.45,-7.59,-9.82,-3.32,1
353,60,2.1,89,1021,3.33,1.5,0.43,0.94,2.57,2
354,20,5.1,84,1024,1.68,0.34,-3.77,-1.27,0.96,4
355,10,5.7,77,1035,-1.19,-3.43,-8.37,-5.51,-2.43,1
356,130,1.5,75,1035,2.8,0.68,0.04,-2.1,1.57,1
357,160,6.7,82,1014,9.21,7.8,5.44,5.86,8.76,1
358,250,7.2,44,1013,4.4,2.04,-2.08,-7.13,3.04,1
359,310,3.6,54,1023,3.9,1.85,-1.09,-5.3,2.38,1
360,30,5.1,72,1022,2.8,1.84,-1.93,-1.85,2.43,1
361,330,1.5,88,1017,1.7,1.2,-0.02,-0.22,1.52,2
362,80,1.5,73,1028,4.4,1.56,1.93,-1.0,3.23,1
363,290,5.1,64,1014,5.6,4.29,1.31,-1.07,5.02,1
364,90,2.1,64,1019,3.9,2.55,1.05,-2.69,3.1,1
365,280,8.7,59,1017,3.3,2.15,-3.02,-3.96,2.73,1
366,290,4.1,88,1003,1.84,0.59,-2.76,-0.42,1.29,2
367,320,12.3,50,1017,-7.19,-9.59,-15.08,-15.77,-8.08,1
368,320,6.7,43,1037,-11.58,-14.3,-19.55,-21.55,-12.55,1
369,260,6.7,46,1029,-0.88,-2.22,-7.5,-10.36,-1.34,1
370,200,3.1,47,1023,2.8,1.96,-0.72,-6.91,2.38,1
371,150,2.6,73,1023,4.67,3.94,1.97,-0.1,4.29,1
372,240,3.6,71,1022,11.1,7.67,6.14,3.38,8.32,1
373,210,5.1,76,1016,11.7,9.31,9.18,6.1,10.13,1
374,260,10.8,23,1010,12.2,10.62,8.93,-8.18,11.16,1
375,250,3.6,43,1020,7.2,4.16,2.01,-5.85,4.93,1
376,300,4.1,96,1005,9.52,7.2,6.7,8.38,8.98,1
377,310,4.6,54,1018,5.6,3.92,0.99,-3.49,4.56,1
378,70,6.2,69,1022,3.52,2.85,-1.36,-1.63,3.29,1
379,350,4.1,78,1009,-1.32,-1.85,-6.31,-4.54,-1.59,4
380,320,4.6,66,1007,0.6,-1.95,-5.88,-5.89,-0.97,1
381,330,4.1,42,1025,-1.0,-1.96,-6.13,-11.47,-1.44,1
382,170,3.1,63,1026,0.51,-0.77,-3.78,-5.65,-0.16,1
383,300,3.1,48,1012,6.0,3.17,0.96,-5.51,3.78,1
384,240,3.6,41,1013,1.7,0.32,-2.92,-9.69,0.88,1
